fuente;numero victima;municipio id;municipio nombre;fecha hecho;hora hecho;momento hecho;edad;sexo;clase victima;vehiculo victima;tipo via;tipo incidente;clima
Ministerio de Seguridad;1-2017-837;;;09/07/2017;1:00:00;Nocturno;38;Masculino;Conductor;Motocicleta;Calle;Colisión vehículo/Vehículo;Sin especificar
Ministerio de Seguridad;1-2017-963;;;09/07/2017;10:00:00;Diurno;18;Masculino;Conductor;Automóvil;Autopista provincial;Colisión vehículo/Vehículo;Sin especificar
Ministerio de Seguridad;1-2017-1154;;;10/07/2017;12:00:00;Diurno;56;Masculino;Peatón;Peatón;Calle;Colisión vehículo/Persona;Sin especificar
Ministerio de Seguridad;1-2017-1155;60778;San Vicente;10/07/2017;6:50:00;Nocturno;23;Masculino;Peatón;Peatón;Calle;Colisión vehículo/Persona;Sin especificar
Ministerio de Seguridad;1-2017-499;;;10/07/2017;11:11:00;Diurno;20;Masculino;Conductor;Motocicleta;Calle;Colisión vehículo/Vehículo;Sin especificar
Ministerio de Seguridad;1-2017-962;;;10/07/2017;9:30:00;Diurno;40;Femenino;Peatón;Peatón;Calle;Colisión vehículo/Persona;Lluvia
Egresos hospitalarios;2-2017-1228;;;10/07/2017;Sin especificar;Sin especificar;48;Femenino;Sin especificar;Sin especificar;Sin especificar;Sin especificar;Sin especificar
Ministerio de Seguridad;1-2017-964;;;11/07/2017;11:45:00;Diurno;29;Masculino;Conductor;Motocicleta;Calle;Colisión vehículo/Vehículo;Sin especificar
Egresos hospitalarios;2-2017-1205;;;12/07/2017;Sin especificar;Sin especificar;30;Masculino;Sin especificar;Sin especificar;Sin especificar;Sin especificar;Sin especificar
Ministerio de Seguridad;1-2017-1074;60056;Bahía Blanca;13/07/2017;21:30:00;Nocturno;76;Masculino;Conductor;Bicicleta;Calle;Colisión vehículo/Vehículo;Sin especificar
Ministerio de Seguridad;1-2017-883;60098;Berisso;13/07/2017;20:40:00;Nocturno;Sin especificar;Masculino;Sin especificar;Sin especificar;Autopista nacional;Colisión vehículo/Persona;Bueno
Ministerio de Seguridad;1-2017-1016;60274;Florencio Varela;14/07/2017;19:00:00;Diurno;Sin especificar;Femenino;Peatón;Peatón;Calle;Colisión vehículo/Persona;Sin especificar
Ministerio de Seguridad;1-2017-1017;60466;Lezama;14/07/2017;6:04:00;Nocturno;40;Masculino;Conductor;Motocicleta;Calle;Colisión vehículo/Vehículo;Sin especificar
Ministerio de Seguridad;1-2017-1156;;;14/07/2017;3:15:00;Nocturno;Sin especificar;Masculino;Sin especificar;Motocicleta;Autopista provincial;Sin especificar;Sin especificar
Ministerio de Seguridad;1-2017-247;60098;Berisso;14/07/2017;15:30:00;Diurno;36;Masculino;Conductor;Automóvil;Ruta provincial;Colisión vehículo/Vehículo;Lluvia
Ministerio de Seguridad;1-2017-1018;;;15/07/2017;21:45:00;Nocturno;63;Masculino;Conductor;Automóvil;Calle;Colisión vehículo/Vehículo;Sin especificar
Ministerio de Seguridad;1-2017-187;;;15/07/2017;18:00:00;Diurno;52;Masculino;Conductor;Motocicleta;Calle;Colisión vehículo/Vehículo;Sin especificar
Ministerio de Seguridad;1-2017-586;;;15/07/2017;5:00:00;Nocturno;25;Masculino;Acompañante;Automóvil;Ruta provincial;Vuelco/Despiste;Llovizna
Ministerio de Seguridad;1-2017-635;;;15/07/2017;16:00:00;Diurno;Sin especificar;Masculino;Conductor;Automóvil;Ruta nacional;Colisión vehículo/Vehículo;Sin especificar
Ministerio de Seguridad;1-2017-924;;;15/07/2017;12:15:00;Diurno;41;Masculino;Conductor;Motocicleta;Calle;Colisión vehículo/Vehículo;Lluvia
Ministerio de Seguridad;1-2017-455;;;16/07/2017;19:45:00;Nocturno;54;Femenino;Acompañante;Automóvil;Ruta provincial;Vuelco/Despiste;Sin especificar
Ministerio de Seguridad;1-2017-481;;;16/07/2017;23:10:00;Nocturno;44;Femenino;Acompañante;Automóvil;Ruta provincial;Vuelco/Despiste;Bueno
Ministerio de Seguridad;1-2017-482;;;16/07/2017;23:10:00;Nocturno;45;Masculino;Conductor;Automóvil;Ruta provincial;Vuelco/Despiste;Bueno
Ministerio de Seguridad;1-2017-747;;;16/07/2017;10:45:00;Diurno;46;Masculino;Conductor;Motocicleta;Calle;Colisión vehículo/Vehículo;Sin especificar
Ministerio de Seguridad;1-2017-748;;;16/07/2017;3:30:00;Nocturno;42;Masculino;Sin especificar;Sin especificar;Ruta nacional;Sin especificar;Sin especificar
Egresos hospitalarios;2-2017-1296;;;16/07/2017;Sin especificar;Sin especificar;59;Masculino;Sin especificar;Sin especificar;Sin especificar;Sin especificar;Sin especificar
Ministerio de Seguridad;1-2017-672;;;17/07/2017;17:15:00;Diurno;44;Masculino;Sin especificar;Sin especificar;Calle;Sin especificar;Sin especificar
Ministerio de Seguridad;1-2017-965;;;17/07/2017;22:20:00;Nocturno;49;Femenino;Conductor;Bicicleta;Calle;Colisión vehículo/Vehículo;Sin especificar
Ministerio de Seguridad;1-2017-798;;;18/07/2017;6:50:00;Nocturno;27;Masculino;Conductor;Motocicleta;Calle;Colisión vehículo/Objeto;Sin especificar
Ministerio de Seguridad;1-2017-1075;60070;Baradero;19/07/2017;11:30:00;Diurno;56;Masculino;Conductor;Automóvil;Calle;Colisión vehículo/Vehículo;Sin especificar
Ministerio de Seguridad;1-2017-299;;;20/07/2017;16:30:00;Diurno;31;Masculino;Conductor;Motocicleta;Calle;Colisión vehículo/Vehículo;Sin especificar
Ministerio de Seguridad;1-2017-885;60515;Malvinas Argentinas;20/07/2017;20:50:00;Nocturno;34;Masculino;Acompañante;Camión;Calle;Colisión vehículo/Vehículo;Sin especificar
Ministerio de Seguridad;1-2017-106;60218;Chascomús;21/07/2017;8:00:00;Diurno;22;Masculino;Conductor;Automóvil;Ruta provincial;Vuelco/Despiste;Bueno
Ministerio de Seguridad;1-2017-248;60274;Florencio Varela;21/07/2017;20:30:00;Nocturno;58;Masculino;Acompañante;Automóvil;Ruta nacional;Colisión vehículo/Vehículo;Bueno
Ministerio de Seguridad;1-2017-456;;;21/07/2017;21:30:00;Nocturno;29;Femenino;Sin especificar;Automóvil;Ruta provincial;Colisión vehículo/Vehículo;Sin especificar
Ministerio de Seguridad;1-2017-457;;;21/07/2017;21:30:00;Nocturno;59;Femenino;Sin especificar;Automóvil;Ruta provincial;Colisión vehículo/Vehículo;Sin especificar
Ministerio de Seguridad;1-2017-500;;;21/07/2017;22:40:00;Nocturno;42;Femenino;Acompañante;Automóvil;Ruta nacional;Vuelco/Despiste;Sin especificar
Ministerio de Seguridad;1-2017-966;;;21/07/2017;21:30:00;Nocturno;47;Masculino;Conductor;Motocicleta;Calle;Colisión vehículo/Vehículo;Sin especificar
Ministerio de Seguridad;1-2017-105;60098;Berisso;22/07/2017;3:30:00;Nocturno;29;Masculino;Acompañante;Automóvil;Ruta provincial;Colisión vehículo/Objeto;Bueno
Ministerio de Seguridad;1-2017-188;;;22/07/2017;8:30:00;Diurno;Sin especificar;Femenino;Acompañante;Automóvil;Ruta nacional;Colisión vehículo/Vehículo;Sin especificar
Ministerio de Seguridad;1-2017-205;;;22/07/2017;6:30:00;Nocturno;36;Masculino;Conductor;Sin especificar;Calle;Otro modo;Sin especificar
Ministerio de Seguridad;1-2017-884;60412;José C. Paz;22/07/2017;6:30:00;Nocturno;Sin especificar;Masculino;Conductor;Automóvil;Calle;Colisión vehículo/Objeto;Bueno
Ministerio de Seguridad;1-2017-1076;60260;Esteban Echeverría;23/07/2017;12:50:00;Diurno;35;Masculino;Conductor;Sin especificar;Calle;Colisión vehículo/Objeto;Sin especificar
Ministerio de Seguridad;1-2017-513;;;23/07/2017;2:50:00;Nocturno;15;Femenino;Conductor;Motocicleta;Ruta provincial;Colisión vehículo/Vehículo;Bueno
Ministerio de Seguridad;1-2017-514;;;23/07/2017;2:50:00;Nocturno;17;Femenino;Acompañante;Motocicleta;Ruta provincial;Colisión vehículo/Vehículo;Bueno
Ministerio de Seguridad;1-2017-886;60270;Ezeiza;23/07/2017;8:10:00;Diurno;20;Masculino;Conductor;Motocicleta;Calle;Colisión vehículo/Vehículo;Sin especificar
Ministerio de Seguridad;1-2017-925;;;23/07/2017;6:55:00;Nocturno;18;Masculino;Sin especificar;Motocicleta;Calle;Colisión vehículo/Vehículo;Sin especificar
Ministerio de Seguridad;1-2017-926;;;23/07/2017;6:55:00;Nocturno;14;Masculino;Sin especificar;Motocicleta;Calle;Colisión vehículo/Vehículo;Sin especificar
Ministerio de Seguridad;1-2017-1077;60760;San Miguel;24/07/2017;15:30:00;Diurno;15;Masculino;Conductor;Motocicleta;Ruta provincial;Colisión vehículo/Vehículo;Sin especificar
Ministerio de Seguridad;1-2017-799;;;24/07/2017;22:00:00;Nocturno;25;Masculino;Conductor;Automóvil;Calle;Colisión vehículo/Objeto;Sin especificar
Ministerio de Seguridad;1-2017-927;;;24/07/2017;3:50:00;Nocturno;32;Masculino;Pasajero;Colectivo;Calle;Colisión vehículo/Vehículo;Sin especificar
Ministerio de Seguridad;1-2017-928;;;24/07/2017;3:50:00;Nocturno;32;Femenino;Pasajero;Colectivo;Calle;Colisión vehículo/Vehículo;Sin especificar
Ministerio de Seguridad;1-2017-1157;60056;Bahía Blanca;25/07/2017;19:15:00;Nocturno;27;Masculino;Sin especificar;Motocicleta;Calle;Colisión vehículo/Vehículo;Lluvia
Ministerio de Seguridad;1-2017-1158;60655;Punta Indio;25/07/2017;19:15:00;Nocturno;38;Masculino;Sin especificar;Motocicleta;Calle;Colisión vehículo/Vehículo;Lluvia
Ministerio de Seguridad;1-2017-708;60655;Punta Indio;25/07/2017;18:00:00;Diurno;32;Masculino;Conductor;Motocicleta;Calle;Colisión vehículo/Vehículo;Sin especificar
Ministerio de Seguridad;1-2017-929;;;25/07/2017;5:20:00;Nocturno;18;Masculino;Conductor;Motocicleta;Calle;Colisión vehículo/Vehículo;Bueno
Egresos hospitalarios;2-2017-1212;;;25/07/2017;Sin especificar;Sin especificar;65;Masculino;Sin especificar;Sin especificar;Sin especificar;Sin especificar;Sin especificar
Ministerio de Seguridad;1-2017-1019;;;26/07/2017;11:40:00;Diurno;23;Masculino;Conductor;Motocicleta;Calle;Colisión vehículo/Vehículo;Sin especificar
Ministerio de Seguridad;1-2017-749;;;26/07/2017;18:30:00;Diurno;29;Masculino;Sin especificar;Sin especificar;Calle;Sin especificar;Sin especificar
Ministerio de Seguridad;1-2017-838;;;26/07/2017;10:30:00;Diurno;30;Masculino;Sin especificar;Sin especificar;Calle;Colisión vehículo/Vehículo;Sin especificar
Ministerio de Seguridad;1-2017-107;60778;San Vicente;27/07/2017;16:30:00;Diurno;22;Masculino;Peatón;Peatón;Ruta provincial;Colisión vehículo/Persona;Otro
Ministerio de Seguridad;1-2017-300;60134;Cañuelas;27/07/2017;18:10:00;Diurno;41;Masculino;Conductor;Automóvil;Autopista provincial;Colisión vehículo/Vehículo;Sin especificar
Ministerio de Seguridad;1-2017-1020;;;28/07/2017;18:30:00;Diurno;68;Masculino;Peatón;Peatón;Calle;Colisión vehículo/Persona;Sin especificar
Ministerio de Seguridad;1-2017-1078;60218;Chascomús;28/07/2017;22:47:00;Nocturno;24;Masculino;Acompañante;Automóvil;Calle;Colisión vehículo/Vehículo;Sin especificar
Ministerio de Seguridad;1-2017-1079;60274;Florencio Varela;28/07/2017;22:47:00;Nocturno;23;Masculino;Acompañante;Automóvil;Calle;Colisión vehículo/Vehículo;Sin especificar
Ministerio de Seguridad;1-2017-108;;;28/07/2017;17:30:00;Diurno;71;Masculino;Acompañante;Automóvil;Ruta provincial;Colisión vehículo/Vehículo;Bueno
Ministerio de Seguridad;1-2017-343;;;28/07/2017;14:30:00;Diurno;50;Masculino;Conductor;Camión;Calle;Vuelco/Despiste;Sin especificar
Ministerio de Seguridad;1-2017-448;;;29/07/2017;8:00:00;Diurno;26;Femenino;Conductor;Automóvil;Ruta nacional;Colisión vehículo/Vehículo;Sin especificar
Ministerio de Seguridad;1-2017-515;;;29/07/2017;20:30:00;Nocturno;40;Masculino;Conductor;Motocicleta;Calle;Colisión vehículo/Vehículo;Bueno
Ministerio de Seguridad;1-2017-750;;;30/07/2017;21:00:00;Nocturno;32;Masculino;Sin especificar;Sin especificar;Calle;Colisión vehículo/Vehículo;Sin especificar
Ministerio de Seguridad;1-2017-887;60466;Lezama;30/07/2017;16:00:00;Diurno;22;Masculino;Peatón;Peatón;Calle;Colisión vehículo/Persona;Sin especificar
Ministerio de Seguridad;1-2017-109;;;31/07/2017;23:30:00;Nocturno;56;Masculino;Conductor;Automóvil;Ruta nacional;Vuelco/Despiste;Bueno
Ministerio de Seguridad;1-2017-412;;;31/07/2017;0:05:00;Nocturno;21;Masculino;Peatón;Peatón;Ruta nacional;Colisión vehículo/Persona;Otro
Ministerio de Seguridad;1-2017-967;;;01/08/2017;10:00:00;Diurno;80;Femenino;Peatón;Peatón;Calle;Colisión vehículo/Persona;Sin especificar
Reparos;3-2017-1310;60049;Azul;01/08/2017;Sin especificar;Sin especificar;23;Masculino;Ocupante de vehículo sin especificar;Camión;Sin especificar;Sin especificar;Sin especificar
Reparos;3-2017-1324;60638;Pilar;01/08/2017;17:20:00;Diurno;21;Masculino;Sin especificar;Sin especificar;Calle;Sin especificar;Sin especificar
Reparos;3-2017-1343;;;01/08/2017;13:25:00;Diurno;81;Masculino;Peatón;Peatón;Calle;Sin especificar;Sin especificar
Reparos;3-2017-1345;;;01/08/2017;13:15:00;Diurno;61;Masculino;Ocupante de vehículo sin especificar;Motocicleta;Calle;Sin especificar;Sin especificar
Reparos;3-2017-1354;;;01/08/2017;5:10:00;Nocturno;24;Femenino;Sin especificar;Sin especificar;Ruta Nacional;Sin especificar;Sin especificar
Reparos;3-2017-1363;;;01/08/2017;Sin especificar;Sin especificar;22;Masculino;Ocupante de vehículo sin especificar;Motocicleta;Sin especificar;Sin especificar;Sin especificar
Ministerio de Seguridad;1-2017-1081;60466;Lezama;03/08/2017;14:15:00;Diurno;20;Masculino;Conductor;Motocicleta;Calle;Colisión vehículo/Vehículo;Sin especificar
Ministerio de Seguridad;1-2017-113;;;03/08/2017;21:50:00;Nocturno;48;Femenino;Conductor;Motocicleta;Autopista provincial;Colisión vehículo/Objeto;Bueno
Ministerio de Seguridad;1-2017-889;60049;Azul;03/08/2017;13:05:00;Diurno;55;Masculino;Conductor;Motocicleta;Calle;Colisión vehículo/Vehículo;Sin especificar
Ministerio de Seguridad;1-2017-930;;;03/08/2017;20:30:00;Nocturno;74;Femenino;Acompañante;Camioneta;Ruta provincial;Vuelco/Despiste;Sin especificar
Ministerio de Seguridad;1-2017-968;;;03/08/2017;8:00:00;Diurno;24;Masculino;Conductor;Motocicleta;Calle;Colisión vehículo/Vehículo;Sin especificar
Ministerio de Seguridad;1-2017-969;;;03/08/2017;7:20:00;Diurno;34;Masculino;Sin especificar;Motocicleta;Calle;Colisión vehículo/Vehículo;Sin especificar
Ministerio de Seguridad;1-2017-1082;60098;Berisso;04/08/2017;21:00:00;Nocturno;41;Masculino;Conductor;Motocicleta;Calle;Colisión vehículo/Objeto;Sin especificar
Ministerio de Seguridad;1-2017-189;;;04/08/2017;22:00:00;Nocturno;22;Masculino;Conductor;Motocicleta;Ruta nacional;Colisión vehículo/Vehículo;Sin especificar
Ministerio de Seguridad;1-2017-344;;;04/08/2017;16:00:00;Diurno;22;Femenino;Conductor;Bicicleta;Calle;Colisión vehículo/Vehículo;Sin especificar
Ministerio de Seguridad;1-2017-751;;;04/08/2017;9:50:00;Diurno;31;Masculino;Sin especificar;Automóvil;Ruta nacional;Vuelco/Despiste;Sin especificar
Egresos hospitalarios;2-2017-1236;60098;Berisso;04/08/2017;Sin especificar;Sin especificar;20;Masculino;Sin especificar;Sin especificar;Sin especificar;Sin especificar;Sin especificar
Ministerio de Seguridad;1-2017-110;60466;Lezama;05/08/2017;20:00:00;Nocturno;65;Femenino;Peatón;Peatón;Ruta provincial;Colisión vehículo/Persona;Bueno
Ministerio de Seguridad;1-2017-190;;;05/08/2017;7:20:00;Diurno;25;Masculino;Conductor;Automóvil;Calle;Colisión vehículo/Vehículo;Sin especificar
Ministerio de Seguridad;1-2017-249;;;05/08/2017;10:30:00;Diurno;26;Femenino;Acompañante;Automóvil;Ruta provincial;Vuelco/Despiste;Bueno
Ministerio de Seguridad;1-2017-301;;;05/08/2017;6:20:00;Nocturno;20;Masculino;Conductor;Motocicleta;Ruta provincial;Vuelco/Despiste;Sin especificar
Ministerio de Seguridad;1-2017-888;60778;San Vicente;05/08/2017;21:30:00;Nocturno;Sin especificar;Masculino;Peatón;Peatón;Calle;Colisión vehículo/Persona;Bueno
Ministerio de Seguridad;1-2017-890;60049;Azul;05/08/2017;20:00:00;Nocturno;21;Masculino;Conductor;Automóvil;Ruta nacional;Vuelco/Despiste;Otro
Ministerio de Seguridad;1-2017-116;;;06/08/2017;18:40:00;Diurno;8;Masculino;Peatón;Peatón;Ruta nacional;Colisión vehículo/Persona;Bueno
Ministerio de Seguridad;1-2017-250;;;06/08/2017;6:30:00;Nocturno;39;Masculino;Conductor;Motocicleta;Ruta provincial;Colisión vehículo/Vehículo;Bueno
Ministerio de Seguridad;1-2017-345;;;06/08/2017;1:00:00;Nocturno;22;Masculino;Conductor;Motocicleta;Calle;Colisión vehículo/Vehículo;Sin especificar
Ministerio de Seguridad;1-2017-383;;;06/08/2017;3:00:00;Nocturno;26;Masculino;Conductor;Motocicleta;Ruta provincial;Colisión vehículo/Vehículo;Bueno
Ministerio de Seguridad;1-2017-501;;;06/08/2017;Sin especificar;Sin especificar;52;Femenino;Conductor;Automóvil;Calle;Colisión vehículo/Vehículo;Sin especificar
Ministerio de Seguridad;1-2017-709;60655;Punta Indio;06/08/2017;22:40:00;Nocturno;1;Femenino;Peatón;Peatón;Calle;Colisión vehículo/Persona;Sin especificar
Ministerio de Seguridad;1-2017-891;60760;San Miguel;06/08/2017;15:00:00;Diurno;26;Masculino;Sin especificar;Motocicleta;Calle;Sin especificar;Sin especificar
Ministerio de Seguridad;1-2017-892;60098;Berisso;06/08/2017;3:30:00;Nocturno;24;Masculino;Sin especificar;Sin especificar;Calle;Sin especificar;Sin especificar
Ministerio de Seguridad;1-2017-1080;60134;Cañuelas;07/08/2017;7:00:00;Nocturno;67;Masculino;Peatón;Peatón;Ruta provincial;Colisión vehículo/Persona;Sin especificar
Ministerio de Seguridad;1-2017-111;;;07/08/2017;23:40:00;Nocturno;47;Masculino;Conductor;Camión;Ruta nacional;Vuelco/Despiste;Bueno
Ministerio de Seguridad;1-2017-251;;;07/08/2017;15:15:00;Diurno;28;Masculino;Conductor;Motocicleta;Calle;Vuelco/Despiste;Nublado
Ministerio de Seguridad;1-2017-483;;;07/08/2017;7:10:00;Diurno;29;Masculino;Conductor;Camioneta;Ruta nacional;Colisión vehículo/Vehículo;Bueno
Ministerio de Seguridad;1-2017-527;;;07/08/2017;5:15:00;Nocturno;Sin especificar;Femenino;Acompañante;Camioneta;Ruta nacional;Colisión vehículo/Vehículo;Sin especificar
Ministerio de Seguridad;1-2017-528;;;07/08/2017;5:15:00;Nocturno;2;Masculino;Acompañante;Camioneta;Ruta nacional;Colisión vehículo/Vehículo;Sin especificar
Ministerio de Seguridad;1-2017-529;;;07/08/2017;5:15:00;Nocturno;21;Femenino;Acompañante;Camioneta;Ruta nacional;Colisión vehículo/Vehículo;Sin especificar
Ministerio de Seguridad;1-2017-756;;;07/08/2017;Sin especificar;Sin Especificar;4;Masculino;Peatón;Peatón;Calle;Colisión vehículo/Persona;Sin especificar
Ministerio de Seguridad;1-2017-112;;;08/08/2017;22:10:00;Nocturno;33;Masculino;Acompañante;Automóvil;Ruta nacional;Colisión vehículo/Vehículo;Bueno
Ministerio de Seguridad;1-2017-191;;;08/08/2017;6:50:00;Nocturno;24;Masculino;Conductor;Automóvil;Calle;Colisión vehículo/Vehículo;Sin especificar
Ministerio de Seguridad;1-2017-206;;;08/08/2017;22:20:00;Nocturno;Sin especificar;Masculino;Acompañante;Automóvil;Ruta nacional;Colisión vehículo/Vehículo;Sin especificar
Ministerio de Seguridad;1-2017-207;;;08/08/2017;22:20:00;Nocturno;Sin especificar;Masculino;Acompañante;Automóvil;Ruta nacional;Colisión vehículo/Vehículo;Sin especificar
Ministerio de Seguridad;1-2017-208;;;08/08/2017;22:20:00;Nocturno;Sin especificar;Masculino;Conductor;Automóvil;Ruta nacional;Colisión vehículo/Vehículo;Sin especificar
Ministerio de Seguridad;1-2017-209;;;08/08/2017;22:20:00;Nocturno;Sin especificar;Masculino;Acompañante;Automóvil;Ruta nacional;Colisión vehículo/Vehículo;Sin especificar
Ministerio de Seguridad;1-2017-413;;;08/08/2017;7:20:00;Diurno;Sin especificar;Femenino;Sin especificar;Camioneta;Ruta provincial;Colisión vehículo/Vehículo;Sin especificar
Ministerio de Seguridad;1-2017-414;;;08/08/2017;7:20:00;Diurno;Sin especificar;Masculino;Sin especificar;Camioneta;Ruta provincial;Colisión vehículo/Vehículo;Sin especificar
Ministerio de Seguridad;1-2017-1083;60098;Berisso;09/08/2017;16:30:00;Diurno;Sin especificar;Masculino;Peatón;Peatón;Calle;Colisión vehículo/Persona;Sin especificar
Ministerio de Seguridad;1-2017-114;;;09/08/2017;8:10:00;Diurno;36;Masculino;Conductor;Camioneta;Ruta nacional;Colisión vehículo/Vehículo;Bueno
Ministerio de Seguridad;1-2017-449;;;09/08/2017;20:30:00;Nocturno;3;Masculino;Peatón;Peatón;Calle;Colisión vehículo/Persona;Sin especificar
Ministerio de Seguridad;1-2017-752;;;09/08/2017;6:30:00;Nocturno;Sin especificar;Masculino;Sin especificar;Sin especificar;Ruta provincial;Colisión vehículo/Vehículo;Sin especificar
Ministerio de Seguridad;1-2017-753;;;09/08/2017;6:30:00;Nocturno;37;Masculino;Sin especificar;Sin especificar;Ruta provincial;Colisión vehículo/Vehículo;Sin especificar
Ministerio de Seguridad;1-2017-754;;;09/08/2017;6:30:00;Nocturno;Sin especificar;Masculino;Sin especificar;Sin especificar;Ruta provincial;Colisión vehículo/Vehículo;Sin especificar
Ministerio de Seguridad;1-2017-755;;;09/08/2017;6:30:00;Nocturno;Sin especificar;Masculino;Sin especificar;Sin especificar;Ruta provincial;Colisión vehículo/Vehículo;Sin especificar
Ministerio de Seguridad;1-2017-1084;60515;Malvinas Argentinas;10/08/2017;18:30:00;Diurno;37;Masculino;Sin especificar;Sin especificar;Calle;Colisión vehículo/Vehículo;Sin especificar
Ministerio de Seguridad;1-2017-1085;60134;Cañuelas;11/08/2017;6:50:00;Nocturno;37;Masculino;Conductor;Motocicleta;Calle;Vuelco/Despiste;Sin especificar
Ministerio de Seguridad;1-2017-115;;;11/08/2017;23:55:00;Nocturno;25;Masculino;Conductor;Camión;Ruta nacional;Colisión vehículo/Vehículo;Bueno
Ministerio de Seguridad;1-2017-1159;;;11/08/2017;11:00:00;Diurno;8;Masculino;Peatón;Peatón;Calle;Colisión vehículo/Persona;Sin especificar
Ministerio de Seguridad;1-2017-415;;;11/08/2017;18:00:00;Diurno;27;Masculino;Conductor;Colectivo;Calle;Colisión vehículo/Vehículo;Otro
Ministerio de Seguridad;1-2017-117;;;12/08/2017;1:20:00;Nocturno;75;Masculino;Conductor;Automóvil;Ruta provincial;Colisión vehículo/Vehículo;Lluvia
Ministerio de Seguridad;1-2017-252;60466;Lezama;12/08/2017;19:00:00;Diurno;82;Femenino;Peatón;Peatón;Calle;Colisión vehículo/Persona;Bueno
Ministerio de Seguridad;1-2017-710;60274;Florencio Varela;12/08/2017;0:10:00;Nocturno;71;Femenino;Peatón;Peatón;Calle;Colisión vehículo/Persona;Sin especificar
Ministerio de Seguridad;1-2017-800;;;12/08/2017;3:30:00;Nocturno;27;Masculino;Sin especificar;Automóvil;Ruta provincial;Colisión vehículo/Vehículo;Bueno
Ministerio de Seguridad;1-2017-970;;;12/08/2017;2:44:00;Nocturno;40;Femenino;Sin especificar;Sin especificar;Calle;Sin especificar;Sin especificar
Egresos hospitalarios;2-2017-1229;60098;Berisso;12/08/2017;Sin especificar;Sin especificar;64;Femenino;Sin especificar;Sin especificar;Sin especificar;Sin especificar;Sin especificar
Ministerio de Seguridad;1-2017-346;;;13/08/2017;23:00:00;Nocturno;16;Masculino;Conductor;Motocicleta;Calle;Colisión vehículo/Vehículo;Sin especificar
Egresos hospitalarios;2-2017-1266;60134;Cañuelas;13/08/2017;Sin especificar;Sin especificar;26;Masculino;Sin especificar;Sin especificar;Sin especificar;Sin especificar;Sin especificar
Egresos hospitalarios;2-2017-1277;;;13/08/2017;Sin especificar;Sin especificar;24;Masculino;Sin especificar;Sin especificar;Sin especificar;Sin especificar;Sin especificar
Ministerio de Seguridad;1-2017-1086;60655;Punta Indio;14/08/2017;12:05:00;Diurno;21;Masculino;Conductor;Otro;Calle;Colisión vehículo/Vehículo;Sin especificar
Ministerio de Seguridad;1-2017-1087;;;14/08/2017;0:10:00;Nocturno;Sin especificar;Masculino;Conductor;Automóvil;Calle;Vuelco/Despiste;Sin especificar
Ministerio de Seguridad;1-2017-253;;;14/08/2017;5:00:00;Nocturno;25;Masculino;Conductor;Motocicleta;Ruta provincial;Colisión vehículo/Vehículo;Bueno
Ministerio de Seguridad;1-2017-893;60098;Berisso;14/08/2017;16:40:00;Diurno;Sin especificar;Masculino;Peatón;Peatón;Calle;Colisión vehículo/Persona;Bueno
Egresos hospitalarios;2-2017-1270;;;14/08/2017;Sin especificar;Sin especificar;24;Masculino;Sin especificar;Sin especificar;Sin especificar;Sin especificar;Sin especificar
Egresos hospitalarios;2-2017-1222;60056;Bahía Blanca;15/08/2017;Sin especificar;Sin especificar;19;Masculino;Sin especificar;Sin especificar;Sin especificar;Sin especificar;Sin especificar
Ministerio de Seguridad;1-2017-118;;;16/08/2017;7:20:00;Diurno;45;Masculino;Acompañante;Camioneta;Ruta provincial;Colisión vehículo/Vehículo;Bueno
Ministerio de Seguridad;1-2017-417;;;17/08/2017;6:30:00;Nocturno;Sin especificar;Masculino;Peatón;Peatón;Ruta nacional;Colisión vehículo/Persona;Sin especificar
Ministerio de Seguridad;1-2017-839;;;17/08/2017;5:20:00;Nocturno;40;Masculino;Peatón;Peatón;Calle;Colisión vehículo/Persona;Sin especificar
Egresos hospitalarios;2-2017-1195;;;17/08/2017;Sin especificar;Sin especificar;3;Femenino;Sin especificar;Sin especificar;Sin especificar;Sin especificar;Sin especificar
Ministerio de Seguridad;1-2017-302;;;18/08/2017;0:25:00;Nocturno;Sin especificar;Masculino;Acompañante;Camión;Ruta nacional;Vuelco/Despiste;Sin especificar
Ministerio de Seguridad;1-2017-303;;;18/08/2017;19:00:00;Diurno;43;Masculino;Sin especificar;Sin especificar;Calle;Sin especificar;Sin especificar
Ministerio de Seguridad;1-2017-347;;;18/08/2017;6:10:00;Nocturno;Sin especificar;Masculino;Peatón;Peatón;Ruta nacional;Vuelco/Despiste;Sin especificar
Ministerio de Seguridad;1-2017-416;;;18/08/2017;14:10:00;Diurno;34;Masculino;Peatón;Peatón;Ruta nacional;Colisión vehículo/Persona;Sin especificar
Ministerio de Seguridad;1-2017-610;;;18/08/2017;6:40:00;Nocturno;19;Masculino;Conductor;Motocicleta;Calle;Vuelco/Despiste;Sin especificar
Ministerio de Seguridad;1-2017-673;;;18/08/2017;23:45:00;Nocturno;29;Masculino;Sin especificar;Sin especificar;Autopista nacional;Sin especificar;Sin especificar
Ministerio de Seguridad;1-2017-711;;;18/08/2017;17:20:00;Diurno;Sin especificar;Masculino;Conductor;Motocicleta;Autopista provincial;Colisión vehículo/Vehículo;Sin especificar
Ministerio de Seguridad;1-2017-840;;;18/08/2017;10:30:00;Diurno;Sin especificar;Femenino;Sin especificar;Automóvil;Calle;Colisión vehículo/Vehículo;Bueno
